"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Jan 25 07:18:43 GMT 2023","Wed Jan 25 07:18:43 GMT 2023","0","tests.ui_tests","test_main_page","TestMainPage","","","test_guest_should_see_some_link[chrome-locator0]",""
"broken","Wed Jan 25 07:18:44 GMT 2023","Wed Jan 25 07:18:44 GMT 2023","0","tests.ui_tests","test_main_page","TestMainPage","","","test_guest_should_see_some_link[chrome-locator3]",""
"broken","Wed Jan 25 07:18:32 GMT 2023","Wed Jan 25 07:18:32 GMT 2023","0","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_registration_negative[chrome-<script>alert(123)</script>-           ]",""
"broken","Wed Jan 25 07:18:30 GMT 2023","Wed Jan 25 07:18:30 GMT 2023","0","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_registration_negative[chrome--<script>alert(123)</script>]",""
"passed","Wed Jan 25 07:18:48 GMT 2023","Wed Jan 25 07:18:48 GMT 2023","325","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_registration_negative[chrome-     -+6787654354329]",""
"broken","Wed Jan 25 07:18:38 GMT 2023","Wed Jan 25 07:18:38 GMT 2023","0","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_registration_negative[chrome-     -           ]",""
"passed","Wed Jan 25 07:18:49 GMT 2023","Wed Jan 25 07:18:50 GMT 2023","322","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_registration_negative[chrome-     -+77777777777]",""
"passed","Wed Jan 25 07:18:52 GMT 2023","Wed Jan 25 07:18:52 GMT 2023","298","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_registration_negative[chrome-JS    -+53252253f3252]",""
"passed","Wed Jan 25 07:18:45 GMT 2023","Wed Jan 25 07:18:47 GMT 2023","2234","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_user_can_log_out[chrome]",""
"broken","Wed Jan 25 07:18:32 GMT 2023","Wed Jan 25 07:18:32 GMT 2023","0","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_registration_negative[chrome-<script>alert(123)</script>-+53252253f3252]",""
"passed","Wed Jan 25 07:18:27 GMT 2023","Wed Jan 25 07:18:27 GMT 2023","9","tests.unit_tests","test_user","TestUser","","","test_user_exist_in_db",""
"broken","Wed Jan 25 07:18:36 GMT 2023","Wed Jan 25 07:18:36 GMT 2023","0","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_registration_negative[chrome-DS-+78987566    ]",""
"broken","Wed Jan 25 07:18:32 GMT 2023","Wed Jan 25 07:18:32 GMT 2023","0","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_registration_negative[chrome-<script>alert(123)</script>-<script>alert(123)</script>]",""
"broken","Wed Jan 25 07:18:46 GMT 2023","Wed Jan 25 07:18:46 GMT 2023","0","tests.ui_tests","test_review_page","TestReviewPage","","","test_user_can_leave_a_review[chrome]",""
"broken","Wed Jan 25 07:18:39 GMT 2023","Wed Jan 25 07:18:39 GMT 2023","0","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_registration_negative[chrome-    J_S-+53252253f3252]",""
"broken","Wed Jan 25 07:18:45 GMT 2023","Wed Jan 25 07:18:45 GMT 2023","0","tests.ui_tests","test_main_page","TestMainPage","","","test_guest_can_go_to_link_page[chrome-login-link4]",""
"broken","Wed Jan 25 07:18:40 GMT 2023","Wed Jan 25 07:18:40 GMT 2023","0","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_registration_negative[chrome-    J_S-           ]",""
"broken","Wed Jan 25 07:18:34 GMT 2023","Wed Jan 25 07:18:34 GMT 2023","0","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_registration_negative[chrome-^$^&&#-           ]",""
"broken","Wed Jan 25 07:18:30 GMT 2023","Wed Jan 25 07:18:30 GMT 2023","0","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_registration_negative[chrome--]",""
"broken","Wed Jan 25 07:18:46 GMT 2023","Wed Jan 25 07:18:46 GMT 2023","0","tests.ui_tests","test_review_page","TestReviewPage","","","test_guest_cant_leave_review[chrome]",""
"broken","Wed Jan 25 07:18:40 GMT 2023","Wed Jan 25 07:18:40 GMT 2023","0","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_registration_negative[chrome-    J_S-]",""
"broken","Wed Jan 25 07:18:31 GMT 2023","Wed Jan 25 07:18:31 GMT 2023","0","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_registration_negative[chrome--           ]",""
"broken","Wed Jan 25 07:18:42 GMT 2023","Wed Jan 25 07:18:42 GMT 2023","0","tests.ui_tests","test_main_page","TestMainPage","","","test_page_response[chrome-pricing]",""
"broken","Wed Jan 25 07:18:41 GMT 2023","Wed Jan 25 07:18:41 GMT 2023","0","tests.ui_tests","test_main_page","TestMainPage","","","test_page_response[chrome-index]",""
"broken","Wed Jan 25 07:18:42 GMT 2023","Wed Jan 25 07:18:42 GMT 2023","0","tests.ui_tests","test_main_page","TestMainPage","","","test_page_response[chrome-reviews]",""
"broken","Wed Jan 25 07:18:31 GMT 2023","Wed Jan 25 07:18:31 GMT 2023","0","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_registration_negative[chrome--+6787654354329]",""
"broken","Wed Jan 25 07:18:38 GMT 2023","Wed Jan 25 07:18:38 GMT 2023","0","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_registration_negative[chrome-JS    -+78987566    ]",""
"passed","Wed Jan 25 07:18:28 GMT 2023","Wed Jan 25 07:18:28 GMT 2023","3","tests.unit_tests","test_user","TestUser","","","test_user_has_service",""
"broken","Wed Jan 25 07:18:44 GMT 2023","Wed Jan 25 07:18:44 GMT 2023","0","tests.ui_tests","test_main_page","TestMainPage","","","test_guest_can_go_to_link_page[chrome-index-link0]",""
"passed","Wed Jan 25 07:18:35 GMT 2023","Wed Jan 25 07:18:35 GMT 2023","154","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_guest_is_not_logged_in[chrome]",""
"broken","Wed Jan 25 07:18:43 GMT 2023","Wed Jan 25 07:18:43 GMT 2023","0","tests.ui_tests","test_main_page","TestMainPage","","","test_guest_should_see_some_link[chrome-locator1]",""
"passed","Wed Jan 25 07:18:41 GMT 2023","Wed Jan 25 07:18:44 GMT 2023","2339","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_user_is_logged_in[chrome]",""
"broken","Wed Jan 25 07:18:31 GMT 2023","Wed Jan 25 07:18:31 GMT 2023","0","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_registration_negative[chrome--+77777777777]",""
"broken","Wed Jan 25 07:18:42 GMT 2023","Wed Jan 25 07:18:42 GMT 2023","0","tests.ui_tests","test_main_page","TestMainPage","","","test_page_response[chrome-login]",""
"broken","Wed Jan 25 07:18:38 GMT 2023","Wed Jan 25 07:18:38 GMT 2023","0","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_registration_negative[chrome-     -]",""
"broken","Wed Jan 25 07:18:37 GMT 2023","Wed Jan 25 07:18:37 GMT 2023","0","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_registration_negative[chrome-DS-+6787654354329]",""
"passed","Wed Jan 25 07:18:33 GMT 2023","Wed Jan 25 07:18:33 GMT 2023","263","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_should_be_registration_link[chrome]",""
"passed","Wed Jan 25 07:18:38 GMT 2023","Wed Jan 25 07:18:40 GMT 2023","2315","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_registration_positive[chrome]",""
"broken","Wed Jan 25 07:18:33 GMT 2023","Wed Jan 25 07:18:33 GMT 2023","0","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_registration_negative[chrome-<script>alert(123)</script>-+78987566    ]",""
"broken","Wed Jan 25 07:18:44 GMT 2023","Wed Jan 25 07:18:44 GMT 2023","0","tests.ui_tests","test_main_page","TestMainPage","","","test_guest_should_see_some_link[chrome-locator5]",""
"broken","Wed Jan 25 07:18:43 GMT 2023","Wed Jan 25 07:18:43 GMT 2023","0","tests.ui_tests","test_main_page","TestMainPage","","","test_page_response[chrome-register]",""
"broken","Wed Jan 25 07:18:34 GMT 2023","Wed Jan 25 07:18:34 GMT 2023","0","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_registration_negative[chrome-^$^&&#-<script>alert(123)</script>]",""
"broken","Wed Jan 25 07:18:36 GMT 2023","Wed Jan 25 07:18:36 GMT 2023","0","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_registration_negative[chrome-DS-]",""
"broken","Wed Jan 25 07:18:46 GMT 2023","Wed Jan 25 07:18:46 GMT 2023","0","tests.ui_tests","test_main_page","TestMainPage","","","test_guest_can_go_to_link_page[chrome-register-link5]",""
"broken","Wed Jan 25 07:18:38 GMT 2023","Wed Jan 25 07:18:38 GMT 2023","0","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_registration_negative[chrome-     -+78987566    ]",""
"passed","Wed Jan 25 07:18:36 GMT 2023","Wed Jan 25 07:18:37 GMT 2023","660","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_sms_resend_button_is_not_active[chrome]",""
"broken","Wed Jan 25 07:18:43 GMT 2023","Wed Jan 25 07:18:43 GMT 2023","0","tests.ui_tests","test_main_page","TestMainPage","","","test_guest_should_see_some_link[chrome-locator2]",""
"broken","Wed Jan 25 07:18:45 GMT 2023","Wed Jan 25 07:18:45 GMT 2023","0","tests.ui_tests","test_main_page","TestMainPage","","","test_guest_can_go_to_link_page[chrome-pricing-link2]",""
"passed","Wed Jan 25 07:18:34 GMT 2023","Wed Jan 25 07:18:34 GMT 2023","157","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_should_be_registration_page[chrome]",""
"broken","Wed Jan 25 07:18:39 GMT 2023","Wed Jan 25 07:18:39 GMT 2023","0","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_registration_negative[chrome-    J_S-<script>alert(123)</script>]",""
"broken","Wed Jan 25 07:18:35 GMT 2023","Wed Jan 25 07:18:35 GMT 2023","0","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_registration_negative[chrome-^$^&&#-+77777777777]",""
"broken","Wed Jan 25 07:18:39 GMT 2023","Wed Jan 25 07:18:39 GMT 2023","0","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_registration_negative[chrome-JS    -+77777777777]",""
"broken","Wed Jan 25 07:18:34 GMT 2023","Wed Jan 25 07:18:34 GMT 2023","0","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_registration_negative[chrome-^$^&&#-+53252253f3252]",""
"broken","Wed Jan 25 07:18:37 GMT 2023","Wed Jan 25 07:18:37 GMT 2023","0","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_registration_negative[chrome-     -<script>alert(123)</script>]",""
"broken","Wed Jan 25 07:18:41 GMT 2023","Wed Jan 25 07:18:41 GMT 2023","0","tests.ui_tests","test_main_page","TestMainPage","","","test_page_response[chrome-features]",""
"passed","Wed Jan 25 07:18:27 GMT 2023","Wed Jan 25 07:18:28 GMT 2023","573","tests.unit_tests","test_user","TestUser","","","test_password_hashing",""
"broken","Wed Jan 25 07:18:45 GMT 2023","Wed Jan 25 07:18:45 GMT 2023","0","tests.ui_tests","test_main_page","TestMainPage","","","test_guest_can_go_to_link_page[chrome-reviews-link3]",""
"broken","Wed Jan 25 07:18:39 GMT 2023","Wed Jan 25 07:18:39 GMT 2023","0","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_registration_negative[chrome-JS    -+6787654354329]",""
"broken","Wed Jan 25 07:18:33 GMT 2023","Wed Jan 25 07:18:33 GMT 2023","0","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_registration_negative[chrome-<script>alert(123)</script>-+6787654354329]",""
"broken","Wed Jan 25 07:18:37 GMT 2023","Wed Jan 25 07:18:37 GMT 2023","0","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_registration_negative[chrome-DS-+77777777777]",""
"broken","Wed Jan 25 07:18:30 GMT 2023","Wed Jan 25 07:18:30 GMT 2023","0","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_registration_negative[chrome--+53252253f3252]",""
"broken","Wed Jan 25 07:18:33 GMT 2023","Wed Jan 25 07:18:33 GMT 2023","0","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_registration_negative[chrome-<script>alert(123)</script>-+77777777777]",""
"broken","Wed Jan 25 07:18:37 GMT 2023","Wed Jan 25 07:18:37 GMT 2023","0","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_registration_negative[chrome-     -+53252253f3252]",""
"broken","Wed Jan 25 07:18:40 GMT 2023","Wed Jan 25 07:18:40 GMT 2023","0","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_registration_negative[chrome-    J_S-+78987566    ]",""
"broken","Wed Jan 25 07:18:45 GMT 2023","Wed Jan 25 07:18:45 GMT 2023","0","tests.ui_tests","test_main_page","TestMainPage","","","test_guest_can_go_to_link_page[chrome-features-link1]",""
"skipped","Wed Jan 25 07:18:37 GMT 2023","Wed Jan 25 07:18:37 GMT 2023","0","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_sms_resend_button_is_active[chrome]",""
"broken","Wed Jan 25 07:18:36 GMT 2023","Wed Jan 25 07:18:36 GMT 2023","0","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_registration_negative[chrome-DS-           ]",""
"broken","Wed Jan 25 07:18:41 GMT 2023","Wed Jan 25 07:18:41 GMT 2023","0","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_registration_negative[chrome-    J_S-+77777777777]",""
"broken","Wed Jan 25 07:18:44 GMT 2023","Wed Jan 25 07:18:44 GMT 2023","0","tests.ui_tests","test_main_page","TestMainPage","","","test_guest_should_see_some_link[chrome-locator4]",""
"passed","Wed Jan 25 07:18:32 GMT 2023","Wed Jan 25 07:18:32 GMT 2023","239","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_should_be_login_page[chrome]",""
"broken","Wed Jan 25 07:18:35 GMT 2023","Wed Jan 25 07:18:35 GMT 2023","0","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_registration_negative[chrome-^$^&&#-+78987566    ]",""
"passed","Wed Jan 25 07:18:28 GMT 2023","Wed Jan 25 07:18:28 GMT 2023","1","tests.unit_tests","test_user","TestUser","","","test_user_has_review",""
"passed","Wed Jan 25 07:18:28 GMT 2023","Wed Jan 25 07:18:28 GMT 2023","0","tests.unit_tests","test_user","TestUser","","","test_send_sms",""
"broken","Wed Jan 25 07:18:31 GMT 2023","Wed Jan 25 07:18:31 GMT 2023","0","tests.ui_tests","test_auth_pages","TestRegisterPage","","","test_registration_negative[chrome--+78987566    ]",""
